Ewe/V	time/s	Ece/V	I/mA	Efficiency/%	Ewe-Ece/V	Capacity/mA.h	time/h	arealCapacity	Ewe/VReal	Ece/VReal
3,6363227	269375,1804	-0,20491627	0,092129521	0	3,841239	2,187522066	74,82643901	2,322988883	3,9463227	0,10508373
3,6364946	269407,1806	-0,20474438	0,092139706	0	3,841239	2,188341058	74,83532795	2,323858593	3,9464946	0,10525562
3,6367047	269439,1808	-0,20491627	0,092138432	0	3,8416209	2,189160049	74,84421688	2,324728301	3,9467047	0,10508373
3,6368575	269471,181	-0,20499265	0,092144169	0	3,8418503	2,189979042	74,85310582	2,325598012	3,9468575	0,10500735
3,6368575	269503,1811	-0,20495446	0,092142262	0	3,8418119	2,190798036	74,86199476	2,326467724	3,9468575	0,10504554
3,6370676	269535,1813	-0,20482078	0,092135251	0	3,8418884	2,191617028	74,8708837	2,327337434	3,9470676	0,10517922
3,6373158	269567,1815	-0,20501176	0,092136525	0	3,8423276	2,192436019	74,87977263	2,328207143	3,9473158	0,10498824
3,6373923	269599,1817	-0,20501176	0,092136525	0	3,8424041	2,193255009	74,88866157	2,329076851	3,9473923	0,10498824
3,6375451	269631,1818	-0,20476349	0,092137158	0	3,8423085	2,194074001	74,89755051	2,32994656	3,9475451	0,10523651
3,6376977	269663,182	-0,20489717	0,092129521	0	3,8425949	2,194892992	74,90643945	2,330816269	3,9476977	0,10510283
3,6376595	269695,1822	-0,20495446	0,092135251	0	3,8426139	2,195711985	74,91532839	2,33168598	3,9476595	0,10504554
3,6380033	269727,1824	-0,20506905	0,092133336	0	3,8430724	2,196530976	74,92421732	2,332555688	3,9480033	0,10493095
3,6381562	269759,1825	-0,20482078	0,09213461	0	3,842977	2,19734997	74,93310626	2,3334254	3,9481562	0,10517922
3,6382325	269791,1827	-0,20491627	0,092132062	0	3,8431487	2,198168963	74,9419952	2,334295111	3,9482325	0,10508373
3,638519	269823,1829	-0,20501176	0,092137158	0	3,8435309	2,198987955	74,95088414	2,335164821	3,948519	0,10498824
3,6387291	269855,1831	-0,20478259	0,092135251	0	3,8435116	2,199806949	74,95977308	2,336034533	3,9487291	0,10521741
3,6387482	269887,1832	-0,20497356	0,092132702	0	3,8437216	2,200625941	74,96866201	2,336904243	3,9487482	0,10502644
3,6388438	269919,1834	-0,20512635	0,092135251	0	3,8439701	2,201444936	74,97755095	2,337773956	3,9488438	0,10487365
3,6390347	269951,1836	-0,20512635	0,092131428	0	3,844161	2,202263931	74,98643989	2,338643669	3,9490347	0,10487365
3,6393211	269983,1838	-0,20504995	0,092136525	0	3,8443711	2,203082927	74,99532883	2,339513382	3,9493211	0,10495005
3,6395311	270015,184	-0,20506905	0,092131428	0	3,8446002	2,203901922	75,00421776	2,340383095	3,9495311	0,10493095
3,6396267	270047,1841	-0,20510724	0,09213461	0	3,844734	2,204720917	75,0131067	2,341252808	3,9496267	0,10489276
3,6397221	270079,1843	-0,20495446	0,092139073	0	3,8446765	2,205539912	75,02199564	2,342122521	3,9497221	0,10504554
3,6398559	270111,1845	-0,20495446	0,092136525	0	3,8448102	2,206358906	75,03088458	2,342992234	3,9498559	0,10504554
3,6400278	270143,1847	-0,20508814	0,09212888	0	3,8451159	2,207177904	75,03977352	2,34386195	3,9500278	0,10491186
3,640085	270175,1848	-0,20501176	0,092137158	0	3,8450968	2,207996901	75,04866245	2,344731665	3,950085	0,10498824
3,6403716	270207,185	-0,20506905	0,092142887	0	3,8454406	2,2088159	75,05755139	2,345601381	3,9503716	0,10493095
3,6403906	270239,1852	-0,20497356	0,092137158	0	3,8453641	2,209634897	75,06644033	2,346471096	3,9503906	0,10502644
3,6407535	270271,1854	-0,20516454	0,092133977	0	3,8459179	2,210453891	75,07532927	2,347340809	3,9507535	0,10483546
3,640696	270303,1855	-0,20503086	0,092133977	0	3,845727	2,211272887	75,0842182	2,348210523	3,950696	0,10496914
3,6410398	270335,1857	-0,20516454	0,092136525	0	3,8462043	2,212091883	75,09310714	2,349080237	3,9510398	0,10483546
3,6411355	270367,1859	-0,20512635	0,09213461	0	3,8462617	2,212910878	75,10199608	2,349949949	3,9511355	0,10487365
3,6412692	270399,1861	-0,20489717	0,092142262	0	3,8461664	2,213729871	75,11088502	2,35081966	3,9512692	0,10510283
3,6412117	270431,1862	-0,20491627	0,092135251	0	3,846128	2,214548861	75,11977396	2,351689368	3,9512117	0,10508373
3,6414218	270463,1864	-0,20516454	0,092132062	0	3,8465862	2,215367853	75,12866289	2,352559078	3,9514218	0,10483546
3,6415937	270495,1866	-0,20504995	0,092140347	0	3,8466437	2,216186845	75,13755183	2,353428788	3,9515937	0,10495005
3,6417274	270527,1868	-0,20518363	0,09213461	0	3,846911	2,217005835	75,14644077	2,354298496	3,9517274	0,10481637
3,6420712	270559,1869	-0,20512635	0,092136525	0	3,8471975	2,217824826	75,15532971	2,355168204	3,9520712	0,10487365
3,6420712	270591,1871	-0,20510724	0,092132702	0	3,8471785	2,218643817	75,16421865	2,356037913	3,9520712	0,10489276
3,6421857	270623,1873	-0,20526002	0,092130795	0	3,8474457	2,219462806	75,17310758	2,35690762	3,9521857	0,10473998
3,642415	270655,1875	-0,20522183	0,092137799	0	3,8476369	2,220281799	75,18199652	2,35777733	3,952415	0,10477817
3,6426251	270687,1877	-0,20514543	0,092138432	0	3,8477705	2,221100791	75,19088546	2,35864704	3,9526251	0,10485457
3,642606	270719,1878	-0,20506905	0,092143528	0	3,8476751	2,221919785	75,1997744	2,359516752	3,952606	0,10493095
3,6429689	270751,188	-0,20514543	0,092135884	0	3,8481143	2,222738777	75,20866333	2,360386462	3,9529689	0,10485457
3,6431215	270783,1882	-0,20514543	0,09212824	0	3,8482668	2,223557769	75,21755227	2,361256171	3,9531215	0,10485457
3,6431215	270815,1884	-0,20527911	0,092138432	0	3,8484006	2,224376761	75,22644121	2,362125882	3,9531215	0,10472089
3,6433508	270847,1885	-0,20526002	0,092140347	0	3,8486109	2,225195753	75,23533015	2,362995591	3,9533508	0,10473998
3,6435034	270879,1887	-0,20526002	0,092138432	0	3,8487635	2,226014745	75,24421909	2,363865301	3,9535034	0,10473998
3,64358	270911,1889	-0,20522183	0,092139073	0	3,8488019	2,226833738	75,25310802	2,364735012	3,95358	0,10477817
3,6437709	270943,1891	-0,20514543	0,092132702	0	3,8489163	2,227652731	75,26199696	2,365604722	3,9537709	0,10485457
3,6438663	270975,1892	-0,20522183	0,092139706	0	3,8490882	2,228471725	75,2708859	2,366474434	3,9538663	0,10477817
3,6442482	271007,1894	-0,20527911	0,092142262	0	3,8495274	2,229290716	75,27977484	2,367344143	3,9542482	0,10472089
3,6440766	271039,1896	-0,20516454	0,092133977	0	3,849241	2,230109704	75,28866377	2,368213849	3,9540766	0,10483546
3,6444776	271071,1898	-0,20512635	0,092139706	0	3,8496039	2,230928696	75,29755271	2,369083559	3,9544776	0,10487365
3,6444776	271103,1899	-0,20524092	0,092133977	0	3,8497186	2,231747688	75,30644165	2,369953268	3,9544776	0,10475908
3,6446302	271135,1901	-0,20516454	0,09213461	0	3,8497946	2,232566686	75,31533059	2,370822984	3,9546302	0,10483546
3,6448977	271167,1903	-0,20522183	0,092142887	0	3,8501196	2,233385682	75,32421953	2,371692699	3,9548977	0,10477817
3,6448977	271199,1905	-0,20526002	0,09213461	0	3,8501577	2,234204678	75,33310846	2,372562412	3,9548977	0,10473998
3,6451268	271231,1906	-0,20514543	0,092135884	0	3,8502722	2,235023672	75,3419974	2,373432124	3,9551268	0,10485457
3,6452987	271263,1908	-0,20518363	0,092133336	0	3,8504825	2,235842665	75,35088634	2,374301835	3,9552987	0,10481637
3,6454706	271295,191	-0,20508814	0,092133336	0	3,8505588	2,236661659	75,35977528	2,375171547	3,9554706	0,10491186
3,6455853	271327,1912	-0,20533641	0,092139706	0	3,8509216	2,23748065	75,36866422	2,376041256	3,9555853	0,10466359
3,6456616	271359,1914	-0,20522183	0,092135251	0	3,8508835	2,238299643	75,37755315	2,376910967	3,9556616	0,10477817
3,6459482	271391,1915	-0,20522183	0,092132062	0	3,8511701	2,239118636	75,38644209	2,377780677	3,9559482	0,10477817
3,6460435	271423,1917	-0,20533641	0,092139073	0	3,8513799	2,239937629	75,39533103	2,378650388	3,9560435	0,10466359
3,6460245	271455,1919	-0,20527911	0,09213461	0	3,8513036	2,240756625	75,40421997	2,379520102	3,9560245	0,10472089
3,6462727	271487,1921	-0,20524092	0,092140347	0	3,8515136	2,24157562	75,4131089	2,380389815	3,9562727	0,10475908
3,6463873	271519,1922	-0,2053746	0,092135251	0	3,8517618	2,242394615	75,42199784	2,381259528	3,9563873	0,1046254
3,6467121	271551,1924	-0,20547009	0,09213461	0	3,8521821	2,243213608	75,43088678	2,382129239	3,9567121	0,10452991
3,6468074	271583,1926	-0,20514543	0,092135251	0	3,8519528	2,244032603	75,43977572	2,382998952	3,9568074	0,10485457
3,6469603	271615,1928	-0,20547009	0,092139073	0	3,8524303	2,244851598	75,44866466	2,383868665	3,9569603	0,10452991
3,6470749	271647,1929	-0,2053937	0,092131428	0	3,8524687	2,245670594	75,45755359	2,384738378	3,9570749	0,1046063
3,6472659	271679,1931	-0,2053937	0,092139073	0	3,8526597	2,246489588	75,46644253	2,38560809	3,9572659	0,1046063
3,6473422	271711,1933	-0,205451	0,092138432	0	3,8527932	2,247308583	75,47533147	2,386477804	3,9573422	0,104549
3,647285	271743,1935	-0,205451	0,09212888	0	3,852736	2,248127576	75,48422041	2,387347515	3,957285	0,104549
3,6478004	271775,1936	-0,20543189	0,092142262	0	3,8532324	2,248946569	75,49310934	2,388217225	3,9578004	0,10456811
3,647686	271807,1938	-0,2053746	0,092137799	0	3,8530607	2,249765563	75,50199828	2,389086937	3,957686	0,1046254
3,6479723	271839,194	-0,20554648	0,092136525	0	3,8535187	2,250584555	75,51088722	2,389956647	3,9579723	0,10445352
3,6481252	271871,1942	-0,20541281	0,092139073	0	3,853538	2,251403546	75,51977616	2,390826356	3,9581252	0,10458719
3,6482589	271903,1943	-0,20541281	0,092136525	0	3,8536718	2,252222538	75,5286651	2,391696065	3,9582589	0,10458719
3,6485646	271935,1945	-0,20531732	0,092130147	0	3,8538818	2,253041529	75,53755403	2,392565774	3,9585646	0,10468268
3,648469	271967,1947	-0,20531732	0,092135251	0	3,8537862	2,25386052	75,54644297	2,393435482	3,958469	0,10468268
3,6486981	271999,1949	-0,20550829	0,092138432	0	3,8542063	2,254679513	75,55533191	2,394305194	3,9586981	0,10449171
3,6489272	272031,195	-0,20533641	0,092144169	0	3,8542635	2,255498507	75,56422085	2,395174906	3,9589272	0,10466359
3,6490419	272063,1952	-0,2053746	0,092130147	0	3,8544164	2,256317498	75,57310978	2,396044614	3,9590419	0,1046254
3,6491756	272095,1954	-0,20548919	0,092133336	0	3,8546648	2,25713649	75,58199872	2,396914324	3,9591756	0,10451081
3,6493285	272127,1956	-0,20554648	0,09212824	0	3,8548748	2,257955484	75,59088766	2,397784036	3,9593285	0,10445352
3,6494238	272159,1958	-0,20560378	0,092137158	0	3,8550277	2,258774479	75,5997766	2,398653749	3,9594238	0,10439622
3,6495194	272191,1959	-0,20558468	0,092142887	0	3,8551042	2,259593476	75,60866554	2,399523464	3,9595194	0,10441532
3,649653	272223,1961	-0,205451	0,092144169	0	3,855104	2,260412471	75,61755447	2,400393177	3,959653	0,104549
3,6500349	272255,1963	-0,20554648	0,092142262	0	3,8555813	2,261231465	75,62644341	2,401262889	3,9600349	0,10445352
3,6498439	272287,1965	-0,205451	0,092133336	0	3,8552949	2,262050463	75,63533235	2,402132605	3,9598439	0,104549
3,6501305	272319,1966	-0,205451	0,09214098	0	3,8555815	2,262869456	75,64422129	2,403002316	3,9601305	0,104549
3,6504552	272351,1968	-0,20554648	0,092135884	0	3,8560016	2,263688451	75,65311023	2,403872029	3,9604552	0,10445352
3,6503596	272383,197	-0,20541281	0,092139706	0	3,8557725	2,264507445	75,66199916	2,404741741	3,9603596	0,10458719
3,6506462	272415,1972	-0,20541281	0,092133336	0	3,8560591	2,26532644	75,6708881	2,405611454	3,9606462	0,10458719
3,6507988	272447,1973	-0,20556557	0,092136525	0	3,8563643	2,266145433	75,67977704	2,406481164	3,9607988	0,10443443
3,6509898	272479,1975	-0,20548919	0,092139706	0	3,8564789	2,266964425	75,68866598	2,407350875	3,9609898	0,10451081
3,6511426	272511,1977	-0,20560378	0,092135251	0	3,8567464	2,267783417	75,69755491	2,408220584	3,9611426	0,10439622
3,6512191	272543,1979	-0,20556557	0,092137158	0	3,8567848	2,268602409	75,70644385	2,409090294	3,9612191	0,10443443
3,6513526	272575,198	-0,20535551	0,09214098	0	3,856708	2,269421403	75,71533279	2,409960006	3,9613526	0,10464449
3,6514292	272607,1982	-0,20564197	0,092136525	0	3,8570712	2,270240398	75,72422173	2,410829719	3,9614292	0,10435803
3,6516011	272639,1984	-0,20558468	0,092135884	0	3,8571858	2,271059393	75,73311067	2,411699431	3,9616011	0,10441532
3,6518111	272671,1986	-0,20562287	0,092137799	0	3,857434	2,271878386	75,7419996	2,412569142	3,9618111	0,10437713
3,6518874	272703,1987	-0,20547009	0,092131428	0	3,8573575	2,272697378	75,75088854	2,413438852	3,9618874	0,10452991
3,6522121	272735,1989	-0,20556557	0,092138432	0	3,8577776	2,273516372	75,75977748	2,414308564	3,9622121	0,10443443
3,6521549	272767,1991	-0,20554648	0,09212888	0	3,8577013	2,274335365	75,76866642	2,415178274	3,9621549	0,10445352
3,6523459	272799,1993	-0,20548919	0,092133336	0	3,8578351	2,275154357	75,77755535	2,416047984	3,9623459	0,10451081
3,6525178	272831,1995	-0,20569927	0,092142887	0	3,858217	2,27597335	75,78644429	2,416917695	3,9625178	0,10430073
3,6527088	272863,1996	-0,20571835	0,092136525	0	3,858427	2,276792342	75,79533323	2,417787406	3,9627088	0,10428165
3,6527851	272895,1998	-0,20575655	0,092130795	0	3,8585415	2,277611334	75,80422217	2,418657115	3,9627851	0,10424345
3,6529379	272927,2	-0,20556557	0,09213461	0	3,8585033	2,278430328	75,81311111	2,419526827	3,9629379	0,10443443
3,6531098	272959,2002	-0,20569927	0,092137158	0	3,858809	2,27924932	75,82200004	2,420396536	3,9631098	0,10430073
3,6532626	272991,2003	-0,20568016	0,092132062	0	3,8589427	2,280068314	75,83088898	2,421266248	3,9632626	0,10431984
3,6533771	273023,2005	-0,20562287	0,092137158	0	3,859	2,280887308	75,83977792	2,42213596	3,9633771	0,10437713
3,6534917	273055,2007	-0,20560378	0,09213461	0	3,8590956	2,2817063	75,84866686	2,42300567	3,9634917	0,10439622
3,6537018	273087,2009	-0,20560378	0,092135251	0	3,8593056	2,282525294	75,8575558	2,423875382	3,9637018	0,10439622
3,6538928	273119,201	-0,20571835	0,092132702	0	3,859611	2,283344284	75,86644473	2,42474509	3,9638928	0,10428165
3,6540074	273151,2012	-0,20564197	0,092132702	0	3,8596494	2,284163277	75,87533367	2,4256148	3,9640074	0,10435803
3,6540647	273183,2014	-0,20558468	0,092132062	0	3,8596494	2,284982271	75,88422261	2,426484513	3,9640647	0,10441532
3,6543894	273215,2016	-0,20575655	0,092132702	0	3,860146	2,285801266	75,89311155	2,427354226	3,9643894	0,10424345
3,6544275	273247,2017	-0,20558468	0,092137158	0	3,8600123	2,286620258	75,90200048	2,428223936	3,9644275	0,10441532
3,6546566	273279,2019	-0,20583294	0,09212888	0	3,8604896	2,287439252	75,91088942	2,429093647	3,9646566	0,10416706
3,6547139	273311,2021	-0,20581384	0,092138432	0	3,8605278	2,288258246	75,91977836	2,429963359	3,9647139	0,10418616
3,6550004	273343,2023	-0,20571835	0,092142887	0	3,8607187	2,289077238	75,9286673	2,430833069	3,9650004	0,10428165
3,6551342	273375,2024	-0,20581384	0,092131428	0	3,8609481	2,289896231	75,93755624	2,43170278	3,9651342	0,10418616
3,6551914	273407,2026	-0,20602392	0,092135884	0	3,8612154	2,290715227	75,94644517	2,432572493	3,9651914	0,10397608
3,6552296	273439,2028	-0,20575655	0,092137158	0	3,8609862	2,291534225	75,95533411	2,43344221	3,9652296	0,10424345
3,6554396	273471,203	-0,20579475	0,092135251	0	3,8612344	2,292353222	75,96422305	2,434311925	3,9654396	0,10420525
3,6554971	273503,2032	-0,20579475	0,092135884	0	3,8612919	2,293172219	75,97311199	2,43518164	3,9654971	0,10420525
3,6557453	273535,2033	-0,20579475	0,09213461	0	3,8615401	2,293991216	75,98200092	2,436051355	3,9657453	0,10420525
3,6557834	273567,2035	-0,20581384	0,092135251	0	3,8615973	2,294810211	75,99088986	2,436921068	3,9657834	0,10418616
3,6559744	273599,2037	-0,20592843	0,092131428	0	3,8619027	2,295629206	75,9997788	2,437790781	3,9659744	0,10407157
3,65607	273631,2039	-0,20590933	0,092142262	0	3,8619792	2,296448205	76,00866774	2,438660498	3,96607	0,10409067
3,656261	273663,204	-0,20575655	0,092132702	0	3,8620176	2,297267204	76,01755668	2,439530215	3,966261	0,10424345
3,6564136	273695,2042	-0,20583294	0,092136525	0	3,8622465	2,298086201	76,02644561	2,44039993	3,9664136	0,10416706
3,6565473	273727,2044	-0,20592843	0,092132702	0	3,8624756	2,298905194	76,03533455	2,441269641	3,9665473	0,10407157
3,6567764	273759,2046	-0,20585203	0,092130795	0	3,8626285	2,299724187	76,04422349	2,442139353	3,9667764	0,10414797
3,656872	273791,2047	-0,20596662	0,092131428	0	3,8628387	2,300543179	76,05311243	2,443009062	3,966872	0,10403338
3,6570058	273823,2049	-0,20590933	0,092135251	0	3,862915	2,301362172	76,06200137	2,443878773	3,9670058	0,10409067
3,6571202	273855,2051	-0,20602392	0,092133977	0	3,8631442	2,302181166	76,0708903	2,444748484	3,9671202	0,10397608
3,6573877	273887,2053	-0,20587113	0,092136525	0	3,8632588	2,303000158	76,07977924	2,445618194	3,9673877	0,10412887
3,6574831	273919,2054	-0,20589024	0,09213461	0	3,8633733	2,303819152	76,08866818	2,446487906	3,9674831	0,10410976
3,657655	273951,2056	-0,20592843	0,092141613	0	3,8635833	2,304638142	76,09755712	2,447357613	3,967655	0,10407157
3,6577315	273983,2058	-0,20600481	0,092139073	0	3,8637364	2,305457131	76,10644605	2,44822732	3,9677315	0,10399519
3,6580179	274015,206	-0,20606211	0,092132702	0	3,86408	2,306276122	76,11533499	2,449097029	3,9680179	0,10393789
3,6580179	274047,2061	-0,20585203	0,09212888	0	3,8638699	2,307095115	76,12422393	2,449966739	3,9680179	0,10414797
3,6581516	274079,2063	-0,20608121	0,092135251	0	3,8642328	2,307914108	76,13311287	2,450836451	3,9681516	0,10391879
3,6583235	274111,2065	-0,20596662	0,092137799	0	3,8642902	2,3087331	76,14200181	2,451706161	3,9683235	0,10403338
3,658457	274143,2067	-0,2061003	0,09213461	0	3,8645573	2,309552092	76,15089074	2,45257587	3,968457	0,1038997
3,6586673	274175,2069	-0,20594752	0,092132702	0	3,864615	2,310371083	76,15977968	2,453445579	3,9686673	0,10405248
3,6587245	274207,207	-0,20596662	0,092142887	0	3,8646913	2,311190072	76,16866862	2,454315285	3,9687245	0,10403338
3,6587436	274239,2072	-0,2061003	0,092139073	0	3,8648438	2,312009062	76,17755756	2,455184993	3,9687436	0,1038997
3,6591256	274271,2074	-0,20598572	0,092139073	0	3,8651114	2,312828053	76,18644649	2,456054702	3,9691256	0,10401428
3,6592402	274303,2076	-0,20590933	0,092133977	0	3,8651495	2,313647044	76,19533543	2,456924411	3,9692402	0,10409067
3,6592784	274335,2077	-0,206043	0,092127606	0	3,8653214	2,314466037	76,20422437	2,457794122	3,9692784	0,103957
3,6594121	274367,2079	-0,20598572	0,092135884	0	3,8653979	2,315285032	76,21311331	2,458663835	3,9694121	0,10401428
3,6596222	274399,2081	-0,2061767	0,092137158	0	3,865799	2,31610403	76,22200225	2,45953355	3,9696222	0,1038233
3,6597941	274431,2083	-0,2061194	0,092136525	0	3,8659134	2,316923027	76,23089118	2,460403265	3,9697941	0,1038806
3,6600041	274463,2084	-0,2061194	0,092132702	0	3,8661234	2,317742023	76,23978012	2,461272979	3,9700041	0,1038806
3,6600423	274495,2086	-0,20594752	0,092132702	0	3,8659897	2,318561019	76,24866906	2,462142693	3,9700423	0,10405248
3,6600995	274527,2088	-0,20613849	0,092135251	0	3,8662381	2,319380012	76,257558	2,463012405	3,9700995	0,10386151
3,6602523	274559,209	-0,20615759	0,092137799	0	3,86641	2,320199007	76,26644694	2,463882117	3,9702523	0,10384241
3,6605005	274591,2091	-0,2061194	0,092132062	0	3,8666198	2,321018	76,27533587	2,464751828	3,9705005	0,1038806
3,6606152	274623,2093	-0,20623398	0,092137799	0	3,8668492	2,321836992	76,28422481	2,465621538	3,9706152	0,10376602
3,6607106	274655,2095	-0,20615759	0,092141613	0	3,8668683	2,322655984	76,29311375	2,466491248	3,9707106	0,10384241
3,6609209	274687,2097	-0,20606211	0,092135884	0	3,8669829	2,323474977	76,30200269	2,467360959	3,9709209	0,10393789
3,6611309	274719,2098	-0,20613849	0,092133336	0	3,8672695	2,324293969	76,31089162	2,468230669	3,9711309	0,10386151
3,6611118	274751,21	-0,20623398	0,09214098	0	3,8673458	2,325112963	76,31978056	2,46910038	3,9711118	0,10376602
3,6613028	274783,2102	-0,20621489	0,092130795	0	3,8675177	2,325931956	76,3286695	2,469970091	3,9713028	0,10378511
3,661551	274815,2104	-0,2061767	0,092137158	0	3,8677278	2,326750949	76,33755844	2,470839802	3,971551	0,1038233
3,6616464	274847,2106	-0,20623398	0,092133336	0	3,8678803	2,327569942	76,34644738	2,471709512	3,9716464	0,10376602
3,6618183	274879,2107	-0,20619579	0,092136525	0	3,8680141	2,328388938	76,35533631	2,472579227	3,9718183	0,10380421
3,6618373	274911,2109	-0,20627218	0,092137158	0	3,8681095	2,329207933	76,36422525	2,47344894	3,9718373	0,10372782
3,6620667	274943,2111	-0,20608121	0,09212888	0	3,8681479	2,330026928	76,37311419	2,474318653	3,9720667	0,10391879
3,6622195	274975,2113	-0,20640586	0,092138432	0	3,8686254	2,330845925	76,38200313	2,475188368	3,9722195	0,10359414
3,6622002	275007,2114	-0,20636767	0,092142262	0	3,8685679	2,331664926	76,39089206	2,476058087	3,9722002	0,10363233
3,662544	275039,2116	-0,20625308	0,092139073	0	3,8687971	2,332483929	76,399781	2,476927808	3,972544	0,10374692
3,6625249	275071,2118	-0,2061767	0,092135884	0	3,8687017	2,333302927	76,40866994	2,477797524	3,9725249	0,1038233
3,662735	275103,212	-0,20631038	0,092136525	0	3,8690453	2,334121925	76,41755888	2,478667241	3,972735	0,10368962
3,6628115	275135,2121	-0,20644405	0,092146084	0	3,8692555	2,334940921	76,42644782	2,479536955	3,9728115	0,10355595
3,662945	275167,2123	-0,20619579	0,092144169	0	3,8691409	2,335759916	76,43533675	2,480406668	3,972945	0,10380421
3,6630406	275199,2125	-0,20632946	0,092133977	0	3,86937	2,336578911	76,44422569	2,48127638	3,9730406	0,10367054
3,6634226	275231,2127	-0,20631038	0,09214098	0	3,8697329	2,337397908	76,45311463	2,482146096	3,9734226	0,10368962
3,663327	275263,2128	-0,20623398	0,092140347	0	3,869561	2,338216909	76,46200357	2,483015815	3,973327	0,10376602
3,6636136	275295,213	-0,20634857	0,092136525	0	3,8699622	2,339035909	76,4708925	2,483885533	3,9736136	0,10365143
3,6636326	275327,2132	-0,20642495	0,092131428	0	3,8700576	2,339854906	76,47978144	2,484755249	3,9736326	0,10357505
3,6638427	275359,2134	-0,20634857	0,092141613	0	3,8701913	2,340673907	76,48867038	2,485624968	3,9738427	0,10365143
3,6640146	275391,2135	-0,20640586	0,092144802	0	3,8704205	2,341492907	76,49755932	2,486494686	3,9740146	0,10359414
3,6640911	275423,2137	-0,20629127	0,092139706	0	3,8703823	2,342311909	76,50644826	2,487364406	3,9740911	0,10370873
3,6644347	275455,2139	-0,20646316	0,092139706	0	3,8708978	2,343130913	76,51533719	2,488234129	3,9744347	0,10353684
3,6644347	275487,2141	-0,20638676	0,09213461	0	3,8708215	2,343949912	76,52422613	2,489103847	3,9744347	0,10361324
3,6645303	275519,2143	-0,20627218	0,092137158	0	3,8708024	2,344768912	76,53311507	2,489973565	3,9745303	0,10372782
3,6646066	275551,2144	-0,20640586	0,092133336	0	3,8710124	2,345587911	76,54200401	2,490843282	3,9746066	0,10359414
3,6647594	275583,2146	-0,20657773	0,092133336	0	3,8713372	2,346406909	76,55089295	2,491712998	3,9747594	0,10342227
3,6649504	275615,2148	-0,20631038	0,092136525	0	3,8712606	2,347225904	76,55978188	2,492582711	3,9749504	0,10368962
3,6651032	275647,215	-0,20631038	0,092130795	0	3,8714135	2,348044898	76,56867082	2,493452423	3,9751032	0,10368962
3,6653705	275679,2151	-0,20648225	0,092130147	0	3,8718526	2,348863891	76,57755976	2,494322134	3,9753705	0,10351775
3,6655614	275711,2153	-0,20648225	0,092136525	0	3,8720436	2,349682884	76,5864487	2,495191844	3,9755614	0,10351775
3,6656189	275743,2155	-0,20661592	0,092137799	0	3,8722348	2,350501877	76,59533763	2,496061556	3,9756189	0,10338408
3,6656189	275775,2157	-0,20653954	0,092127606	0	3,8721585	2,351320874	76,60422657	2,49693127	3,9756189	0,10346046
3,6657717	275807,2158	-0,20653954	0,092135251	0	3,8723114	2,352139869	76,61311551	2,497800983	3,9757717	0,10346046
3,6658862	275839,216	-0,20652044	0,092136525	0	3,8724065	2,352958864	76,62200445	2,498670696	3,9758862	0,10347956
3,6661918	275871,2162	-0,20665413	0,092135884	0	3,8728459	2,353777858	76,63089339	2,499540408	3,9761918	0,10334587
3,6661153	275903,2164	-0,20676871	0,092127606	0	3,872884	2,35459685	76,63978232	2,500410118	3,9761153	0,10323129
3,6663446	275935,2165	-0,20650135	0,092142262	0	3,8728459	2,355415843	76,64867126	2,501279829	3,9763446	0,10349865
3,6665165	275967,2167	-0,20642495	0,092140347	0	3,8729415	2,356234835	76,6575602	2,502149539	3,9765165	0,10357505
3,6666882	275999,2169	-0,20657773	0,09213461	0	3,873266	2,357053827	76,66644914	2,503019248	3,9766882	0,10342227
3,6668792	276031,2171	-0,20665413	0,092135884	0	3,8735332	2,357872817	76,67533807	2,503888956	3,9768792	0,10334587
3,6670129	276063,2172	-0,20665413	0,092136525	0	3,873667	2,358691807	76,68422701	2,504758664	3,9770129	0,10334587
3,6669748	276095,2174	-0,20652044	0,092135251	0	3,8734951	2,3595108	76,69311595	2,505628375	3,9769748	0,10347956
3,6672421	276127,2176	-0,20661592	0,09213461	0	3,873858	2,360329795	76,70200489	2,506498087	3,9772421	0,10338408
3,6673567	276159,2178	-0,20667322	0,092132702	0	3,8740299	2,36114879	76,71089383	2,5073678	3,9773567	0,10332678
3,6674905	276191,218	-0,20659684	0,092130147	0	3,8740873	2,361967782	76,71978276	2,508237511	3,9774905	0,10340316
3,6676815	276223,2181	-0,20669232	0,092139706	0	3,8743737	2,362786775	76,7286717	2,509107221	3,9776815	0,10330768
3,6677196	276255,2183	-0,20661592	0,09213461	0	3,8743355	2,363605768	76,73756064	2,509976932	3,9777196	0,10338408
3,6679487	276287,2185	-0,20678781	0,092135251	0	3,8747365	2,364424764	76,74644958	2,510846645	3,9779487	0,10321219
3,6681588	276319,2187	-0,20659684	0,092137158	0	3,8747556	2,365243759	76,75533852	2,511716359	3,9781588	0,10340316
3,6682353	276351,2188	-0,20665413	0,092131428	0	3,8748894	2,366062752	76,76422745	2,512586069	3,9782353	0,10334587
3,6684072	276383,219	-0,20678781	0,092133977	0	3,875195	2,366881744	76,77311639	2,513455779	3,9784072	0,10321219
3,6685982	276415,2192	-0,20663503	0,09214098	0	3,8752332	2,367700738	76,78200533	2,514325491	3,9785982	0,10336497
3,6685982	276447,2194	-0,20673051	0,092136525	0	3,8753288	2,368519733	76,79089427	2,515195204	3,9785982	0,10326949
